address,bed_num,classify,deputy_director_num,director_num,email,employee_num,fax,hospital_level,hospital_type,institution_code,manage_type,name,open_bed_num,post,registry_time,tc_area,telephone
丹东市凤城市利民街12号,,,,,,,,,跨省已联通,463762028,定点医疗机构,凤城市中心医院,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
辽宁省锦州市古塔区人民街五段2号,,,,,,,,,跨省已联通,463000971,定点医疗机构,锦州医科大学附属第一医院,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
锦州市古塔区上海路二段51号,,,,,,,,,跨省已联通,463903216,定点医疗机构,锦州市中心医院,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
辽宁省锦州市古塔区敬业街道重庆路二段9号,,,,,,,,,跨省已联通,734207350,定点医疗机构,中国人民解放军第二0五医院,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
锦州市凌河区和平路五段2号,,,,,,,,,跨省已联通,768343617,定点医疗机构,锦州医科大学附属第三医院,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
辽宁省锦州市太和区太和里184号,,,,,,,,,跨省已联通,46406546X,定点医疗机构,锦州市太和区医院,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
锦州市黑山县黑山镇解放南街40-1号,,,,,,,,,跨省已联通,464086340,定点医疗机构,黑山县第一人民医院,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
辽宁省锦州市义县迎宾路东段路南,,,,,,,,,跨省已联通,464093700,定点医疗机构,义县人民医院,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
义县东药王庙胡同23号,,,,,,,,,跨省已联通,464094578,定点医疗机构,义县中医院,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
沈阳市铁西区云峰南街5号,,,,,,,,,跨省已联通,410649646,定点医疗机构,沈阳市铁西区中心医院（沈阳市铁西区云峰社区卫生服务中心）,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
沈阳市苏家屯区海棠街31号,,,,,,,,,跨省已联通,410656360,定点医疗机构,沈阳市苏家屯区中心医院,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
沈阳市沈北新区青州路16号,,,,,,,,,跨省已联通,41066829X,定点医疗机构,沈阳市沈北新区中心医院,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
沈阳市于洪区沈大路112号,,,,,,,,,跨省已联通,410674008,定点医疗机构,沈阳市于洪区人民医院,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
沈阳市辽中区浦西街道南二路42号,,,,,,,,,跨省已联通,41068736X,定点医疗机构,沈阳市辽中区人民医院,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
康平县康平镇中心街,,,,,,,,,跨省已联通,410693719,定点医疗机构,康平县人民医院,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
法库县边门街32号,,,,,,,,,跨省已联通,410698042,定点医疗机构,法库县中心医院,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
新民市康复街80-2号,,,,,,,,,跨省已联通,410679781,定点医疗机构,新民市人民医院,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
大连市胜利路80号,,,,,,,,,跨省已联通,210000000000010,定点医疗机构,中国人民解放军第二一0医院,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
河北省廊坊市香河县新开街30号,,,,,,,,,跨省已联通,401989817,定点医疗机构,香河县人民医院,,,2018/1/8 12:31:25,鼠标悬停查看协议地区,
河北省廊坊市大厂回族自治县城康安北路60号,,,,,,,,,跨省已联通,401989585,定点医疗机构,大厂回族自治县人民医院,,,2018/1/8 12:31:25,鼠标悬停查看协议地区,
大连市沙河口区万岁街156号（原老五院）,,,,,,,,,跨省已联通,422426896,定点医疗机构,大连大学附属新华医院,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
辽宁省,,,,,,,,,跨省已联通,46300194X,定点医疗机构,大连医科大学附属第二医院,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
大连市中山区三八广场8号,,,,,,,,,跨省已联通,422426001,定点医疗机构,大连市友谊医院,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
大连市中山区解放路321号,,,,,,,,,跨省已联通,422426060,定点医疗机构,大连市中医医院,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
辽宁省大连市西岗区宏济街29号,,,,,,,,,跨省已联通,42242601X,定点医疗机构,大连市第二人民医院,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
大连市西岗区中山路154号,,,,,,,,,跨省已联通,422426052,定点医疗机构,大连市儿童医院,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
北京市东燕郊经济技术开发区思菩兰路1号,,,,,,,,,跨省已联通,336322855,定点医疗机构,河北燕达医院,,,2017/7/12 14:34:43,鼠标悬停查看协议地区,
河北省三河市燕郊开发区金燕大街南侧,,,,,,,,,跨省已联通,566196575,定点医疗机构,京东誉美中西医结合肾病医院,,,2018/1/8 12:31:25,鼠标悬停查看协议地区,
河北省三河市燕郊开发区迎宾路640号,,,,,,,,,跨省已联通,737381389,定点医疗机构,京东中美医院,,,2018/1/8 12:31:25,鼠标悬停查看协议地区,
河北省衡水市,,,,,,,,,跨省已联通,404796498,定点医疗机构,衡水市人民医院,,,2017/10/18 10:22:24,鼠标悬停查看协议地区,
太原市双塔寺街29号,,,,,,,,,跨省已联通,405704516,定点医疗机构,山西省人民医院,,,2017/7/12 14:34:43,鼠标悬停查看协议地区,
山西省太原市府东街100号,,,,,,,,,跨省已联通,405704532,定点医疗机构,山西省眼科医院,,,2017/7/12 14:34:43,鼠标悬停查看协议地区,
辽宁省大连市西岗区中山路222号,,,,,,,,,跨省已联通,422436306,定点医疗机构,大连医科大学附属第一医院,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
大连市沙河口区西南路826号,,,,,,,,,跨省已联通,42242599X,定点医疗机构,大连市中心医院,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
辽宁省大连市沙河口区长江路935号,,,,,,,,,跨省已联通,422426079,定点医疗机构,大连市口腔医院,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
大连市沙河口区黄河路890号,,,,,,,,,跨省已联通,422426108,定点医疗机构,大连市第五人民医院,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
辽宁省大连市沙河口区长江路788号,,,,,,,,,跨省已联通,422426140,定点医疗机构,大连市皮肤病医院,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
吕梁市人民医院,,,,,,,,,跨省已联通,407400911,定点医疗机构,吕梁市人民医院,,,2017/10/18 10:22:24,鼠标悬停查看协议地区,
内蒙古牙克石市林城路81号,,,,,,,,,跨省已联通,115318131,定点医疗机构,内蒙古林业总医院,,,2017/10/18 10:22:24,鼠标悬停查看协议地区,
太原市杏花岭区职工新村3号,,,,,,,,,跨省已联通,405704540,定点医疗机构,山西省肿瘤医院,,,2017/10/11 20:23:58,鼠标悬停查看协议地区,
太原市漪汾街18号,,,,,,,,,跨省已联通,405704604,定点医疗机构,山西省心血管病医院,,,2017/10/18 10:22:24,鼠标悬停查看协议地区,
太原市中心医院,,,,,,,,,跨省已联通,405752534,定点医疗机构,太原市中心医院,,,2017/10/18 10:22:24,鼠标悬停查看协议地区,
大同市新建北路141号,,,,,,,,,跨省已联通,405991033,定点医疗机构,大同市第五人民医院,,,2017/10/18 10:22:24,鼠标悬停查看协议地区,
阳泉市南大街167号,,,,,,,,,跨省已联通,406141268,定点医疗机构,阳泉市第一人民医院,,,2017/10/18 10:22:24,鼠标悬停查看协议地区,
长治市长兴中路502号,,,,,,,,,跨省已联通,406271556,定点医疗机构,长治市人民医院,,,2017/10/18 10:22:24,鼠标悬停查看协议地区,
山西省晋城市城区文昌东街456号,,,,,,,,,跨省已联通,406601068,定点医疗机构,晋城市人民医院,,,2017/10/18 10:22:24,鼠标悬停查看协议地区,
内蒙古呼和浩特市昭乌达路20号,,,,,,,,,跨省已联通,460028258,定点医疗机构,内蒙古自治区人民医院,,,2017/7/12 14:34:43,鼠标悬停查看协议地区,
内蒙古呼和浩特回民区通道北街1号,,,,,,,,,跨省已联通,460029613,定点医疗机构,内蒙古医科大学附属医院,,,2017/10/11 20:23:58,鼠标悬停查看协议地区,
内蒙古自治区包头市昆都仑区少先路20号,,,,,,,,,跨省未联通,12150000X270507,定点医疗机构,内蒙古包钢医院,,,2017/10/11 20:23:58,鼠标悬停查看协议地区,
内蒙古自治区包头,,,,,,,,,跨省已联通,239814188,定点医疗机构,内蒙古科技大学包头医学院第一附属医院,,,2017/10/11 20:23:58,鼠标悬停查看协议地区,
内蒙古自治区包头市昆都仑区少先路20号,,,,,,,,,跨省已联通,X27050753,定点医疗机构,内蒙古包钢医院,,,2017/10/18 10:22:24,鼠标悬停查看协议地区,
内蒙古自治区包头市东河区环城路61号,,,,,,,,,跨省已联通,460143264,定点医疗机构,包头市中心医院,,,2017/10/18 10:22:24,鼠标悬停查看协议地区,
内蒙古乌海市海勃湾区黄河东街29号,,,,,,,,,跨省已联通,460242246,定点医疗机构,乌海市人民医院,,,2017/10/11 20:23:58,鼠标悬停查看协议地区,
山西省朔州市朔城区鄯阳街263号,,,,,,,,,跨省已联通,406801174,定点医疗机构,朔州市朔城区人民医院,,,2017/10/18 10:22:24,鼠标悬停查看协议地区,
晋中市榆次区顺城街85号,,,,,,,,,跨省已联通,407690728,定点医疗机构,晋中市第一人民医院,,,2017/10/18 10:22:24,鼠标悬停查看协议地区,
运城市中心医院,,,,,,,,,跨省已联通,408316367,定点医疗机构,运城市中心医院,,,2017/10/18 10:22:24,鼠标悬停查看协议地区,
忻州市人民医院,,,,,,,,,跨省已联通,40709028X,定点医疗机构,忻州市人民医院,,,2017/10/18 10:22:24,鼠标悬停查看协议地区,
临汾市滨河西路彩虹桥西,,,,,,,,,跨省已联通,407940184,定点医疗机构,临汾市人民医院,,,2017/10/11 20:23:58,鼠标悬停查看协议地区,
锡林浩特市那达慕大街9号,,,,,,,,,跨省已联通,46076081X,定点医疗机构,锡林郭勒盟医院,,,2017/10/18 10:22:24,鼠标悬停查看协议地区,
锡林浩特市那达慕大街9号,,,,,,,,,跨省未联通,911525004607608,定点医疗机构,锡林郭勒盟医院,,,2017/10/11 20:23:58,鼠标悬停查看协议地区,
内蒙古自治区赤峰市红山区解放街45号,,,,,,,,,跨省未联通,1520170306091926328,定点医疗机构,赤峰学院第二附属医院,,,2017/11/9 18:31:27,鼠标悬停查看协议地区,
赤峰市昭乌达路中段1号,,,,,,,,,跨省已联通,460298143,定点医疗机构,赤峰市医院,,,2017/10/11 20:23:58,鼠标悬停查看协议地区,
内蒙古自治区赤峰市红山区园林路东三段4号,,,,,,,,,跨省已联通,460298186,定点医疗机构,赤峰学院附属医院,,,2017/10/11 20:23:58,鼠标悬停查看协议地区,
内蒙古自治区赤峰市宁城县天义镇中京街,,,,,,,,,跨省已联通,1520170328165311785,定点医疗机构,赤峰市宁城县医院,,,2017/7/12 14:34:43,鼠标悬停查看协议地区,
通辽市科尔沁区科尔沁大街116号,,,,,,,,,跨省已联通,460660173,定点医疗机构,通辽市医院,,,2017/10/18 10:22:24,鼠标悬停查看协议地区,
鄂尔多斯市中心医院东胜部,,,,,,,,,跨省已联通,461083208,定点医疗机构,鄂尔多斯市中心医院东胜部,,,2017/7/12 14:34:43,鼠标悬停查看协议地区,
河北省邯郸市,,,,,,,,,跨省已联通,1320160406162707106,定点医疗机构,邯郸市中心医院,,,2017/10/18 10:22:24,鼠标悬停查看协议地区,
邢台市人民医院,,,,,,,,,跨省已联通,1320161214105556568,定点医疗机构,河北省邢台市人民医院,,,2017/10/18 10:22:24,鼠标悬停查看协议地区,
内蒙古自治区阿拉善盟阿拉善左旗新城东区雅布赖东路,,,,,,,,,跨省已联通,1520161205094542412,定点医疗机构,阿拉善盟中心医院,,,2017/10/18 10:22:24,鼠标悬停查看协议地区,
辽宁省大连市中山区解放街6号,,,,,,,,,跨省已联通,792016982,定点医疗机构,大连大学附属中山医院,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
辽宁省,,,,,,,,,跨省已联通,41058159X,定点医疗机构,中国医科大学附属盛京医院,,,2017/7/12 14:34:43,鼠标悬停查看协议地区,
沈阳市和平区南京北街117号,,,,,,,,,跨省已联通,410581178,定点医疗机构,中国医科大学附属口腔医院,,,2017/7/12 14:34:43,鼠标悬停查看协议地区,
南京北街155号,,,,,,,,,跨省已联通,410581610,定点医疗机构,中国医科大学附属第一医院,,,2017/7/12 14:34:43,鼠标悬停查看协议地区,
鄂尔多斯市中心医院康巴什部,,,,,,,,,跨省已联通,1520170707201756208,定点医疗机构,鄂尔多斯市中心医院康巴什部,,,2017/7/12 14:34:43,鼠标悬停查看协议地区,
呼伦贝尔海拉尔胜利大街10号,,,,,,,,,跨省已联通,460431135,定点医疗机构,呼伦贝尔市人民医院,,,2017/7/12 14:34:43,鼠标悬停查看协议地区,
临河市,,,,,,,,,跨省已联通,461182724,定点医疗机构,巴彦淖尔市医院,,,2017/10/18 10:22:24,鼠标悬停查看协议地区,
内蒙古乌兰察布市集宁区解放路157号,,,,,,,,,跨省已联通,460910152,定点医疗机构,乌兰察布市中心医院,,,2017/10/18 10:22:24,鼠标悬停查看协议地区,
内蒙古乌兰浩特市罕山东街12号,,,,,,,,,跨省已联通,460631436,定点医疗机构,兴安盟人民医院,,,2017/10/18 10:22:24,鼠标悬停查看协议地区,
保定市,,,,,,,,,跨省已联通,1320160422162730516,定点医疗机构,保定市第一中心医院,,,2017/10/11 20:23:58,鼠标悬停查看协议地区,
河北省保定市涞水县泰安路90号,,,,,,,,,跨省已联通,40373122X,定点医疗机构,涞水县医院,,,2018/1/8 12:31:25,鼠标悬停查看协议地区,
河北省保定市容城县奥威路57号,,,,,,,,,跨省已联通,403771280,定点医疗机构,容城县中医医院,,,2018/1/8 12:31:25,鼠标悬停查看协议地区,
河北省保定市安新县城永安南大街,,,,,,,,,跨省未联通,403751263,定点医疗机构,安新县医院,,,2018/1/8 12:31:25,鼠标悬停查看协议地区,
河北省保定市雄县雄州路北段,,,,,,,,,跨省已联通,403764267,定点医疗机构,雄县医院,,,2018/1/8 12:31:25,鼠标悬停查看协议地区,
河北省保定市涿州市范阳西路129号,,,,,,,,,跨省未联通,403641347,定点医疗机构,涿州市医院,,,2018/1/8 12:31:25,鼠标悬停查看协议地区,
沈阳市和平区北九马路20号（南院区）/沈阳市皇姑区岐山西路64号（北院区）,,,,,,,,,跨省已联通,410578999,定点医疗机构,沈阳医学院附属第二医院,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
沈阳市和平区同泽南街79号,,,,,,,,,跨省已联通,410626241,定点医疗机构,沈阳市和平区太原街社区卫生服务中心（沈阳市和平区中心医院）,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
辽宁省沈阳市沈河区泉园二路87号,,,,,,,,,跨省已联通,410663202,定点医疗机构,沈阳市浑南区中心医院,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
沈阳市大东区清泉路67号,,,,,,,,,跨省已联通,410578868,定点医疗机构,沈阳市第一人民医院,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
大东区天后宫路120号,,,,,,,,,跨省已联通,410637215,定点医疗机构,中国医科大学附属第一医院大东医院,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
沈阳市大东区小津桥路19号,,,,,,,,,跨省已联通,410637346,定点医疗机构,辽宁省肿瘤医院中西医结合大东医院,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
辽宁省沈阳市大东区小河沿路44号,,,,,,,,,跨省已联通,46300557X,定点医疗机构,辽宁省肿瘤医院,,,2017/7/12 14:34:43,鼠标悬停查看协议地区,
大连市沙河口区敦煌路1号,,,,,,,,,跨省已联通,422427653,定点医疗机构,大连市妇幼保健院,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
"大连市甘井子区规划一号路1,3号",,,,,,,,,跨省已联通,071558634,定点医疗机构,大连市妇女儿童医疗中心,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
辽宁省鞍山市台安县恩良西路3号,,,,,,,,,跨省已联通,463840314,定点医疗机构,台安县恩良医院,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
岫岩满族自治县岫岩镇大宁街105号,,,,,,,,,跨省已联通,463157004,定点医疗机构,岫岩满族自治县中心人民医院,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
张家口市第一医院,,,,,,,,,跨省已联通,401913601,定点医疗机构,张家口学院附属人民医院（张家口市第一医院）,,,2017/10/18 10:22:24,鼠标悬停查看协议地区,
河北省张家口市怀来县府前东街,,,,,,,,,跨省未联通,402103467,定点医疗机构,怀来县医院,,,2018/1/8 12:31:25,鼠标悬停查看协议地区,
河北省张家口市涿鹿县东风大街西路北侧,,,,,,,,,跨省已联通,402105497,定点医疗机构,涿鹿县医院,,,2018/1/8 12:31:25,鼠标悬停查看协议地区,
河北省张家口市赤城县霞城大道路东,,,,,,,,,跨省已联通,402107310,定点医疗机构,赤城县人民医院,,,2018/1/8 12:31:25,鼠标悬停查看协议地区,
河北省张家口市崇礼区迎宾路东侧,,,,,,,,,跨省已联通,402110026,定点医疗机构,张家口市崇礼区人民医院,,,2018/1/8 12:31:25,鼠标悬停查看协议地区,
河北省承德市南营子大街36号,,,,,,,,,跨省已联通,121300004019428,定点医疗机构,承德医学院附属医院,,,2017/10/11 20:23:58,鼠标悬停查看协议地区,
沈阳市大东区新东一街12号,,,,,,,,,跨省已联通,604727817,定点医疗机构,沈阳二〇一医院,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
辽宁省沈阳市皇姑区黄河南大街20号,,,,,,,,,跨省已联通,410578964,定点医疗机构,沈阳市第四人民医院,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
沈阳市皇姑区崇山东路四号，沈阳市和平区南七马路102号,,,,,,,,,跨省已联通,725690555,定点医疗机构,中国医科大学附属第四医院,,,2017/7/12 14:34:43,鼠标悬停查看协议地区,
沈阳市皇姑区黄河北大街128号,,,,,,,,,跨省已联通,MA0QCHG39,定点医疗机构,大连何氏眼科医院有限公司,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
沈阳市铁西区兴顺街188号,,,,,,,,,跨省已联通,410578876,定点医疗机构,沈阳市第五人民医院,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
辽宁省沈阳市铁西区南七西路5号,,,,,,,,,跨省已联通,410579027,定点医疗机构,沈阳医学院附属中心医院,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
大连市甘井子区千山路40号,,,,,,,,,跨省已联通,422426028,定点医疗机构,大连市第三人民医院,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
辽宁省大连市甘井子区椒北路6号,,,,,,,,,跨省已联通,422426036,定点医疗机构,大连市第四人民医院,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
大连市甘井子区凌水路179号,,,,,,,,,跨省已联通,422426087,定点医疗机构,大连市第七人民医院,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
大连市甘井子区陆港桧柏路269号,,,,,,,,,跨省已联通,422426095,定点医疗机构,大连市第六人民医院,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
辽宁省大连市甘井子区桧柏路277号,,,,,,,,,跨省已联通,422426124,定点医疗机构,大连市结核病医院（本院）,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
辽宁省大连市甘井子区樱花街一号,,,,,,,,,跨省已联通,736445598,定点医疗机构,大化集团有限责任公司医院,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
辽宁省海城市站前街贸易路及海城市验军管理区兴海大街,,,,,,,,,跨省已联通,463120316,定点医疗机构,海城市中医院,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
辽宁省海城市中街路41号,,,,,,,,,跨省已联通,463120332,定点医疗机构,海城市正骨医院,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
辽宁省抚顺市中央大街24号,,,,,,,,,跨省已联通,E48201428,定点医疗机构,抚顺矿务局总医院,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
抚顺市新抚区东六路九号,,,,,,,,,跨省已联通,463300827,定点医疗机构,抚顺市中医院    抚顺市骨伤科医院,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
辽宁省抚顺市新抚区琥珀街1号,,,,,,,,,跨省已联通,463300886,定点医疗机构,抚顺市眼病医院,,,2018/3/8 17:23:58,鼠标悬停查看协议地区,
抚顺市新抚区中和路32号,,,,,,,,,跨省已联通,463306241,定点医疗机构,抚顺市新抚区人民医院,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
辽宁省抚顺市东洲区新屯西一街11-3号,,,,,,,,,跨省已联通,463316466,定点医疗机构,抚顺市东洲区医院,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
河北省承德市兴隆县南土门村,,,,,,,,,跨省未联通,404896878,定点医疗机构,兴隆县人民医院,,,2018/1/8 12:31:25,鼠标悬停查看协议地区,
河北省承德市滦平镇新建路149号,,,,,,,,,跨省已联通,402117535,定点医疗机构,河北省滦平县医院,,,2018/1/8 12:31:25,鼠标悬停查看协议地区,
河北省承德市丰宁满族自治县大阁镇白塔村,,,,,,,,,跨省已联通,402114529,定点医疗机构,丰宁满族自治县医院,,,2018/1/8 12:31:25,鼠标悬停查看协议地区,
河北省沧州市,,,,,,,,,跨省已联通,1320160531150443984,定点医疗机构,沧州市中西医结合医院,,,2017/10/18 10:22:24,鼠标悬停查看协议地区,
河北省廊坊市广阳区银河大街37号,,,,,,,,,跨省已联通,401990826,定点医疗机构,廊坊市广阳区人民医院,,,2018/1/8 12:31:25,鼠标悬停查看协议地区,
河北省廊坊市固安县永康路6号,,,,,,,,,跨省已联通,695877190,定点医疗机构,固安县人民医院,,,2018/1/8 12:31:25,鼠标悬停查看协议地区,
辽宁省大连市旅顺口区黄河路北一巷33号,,,,,,,,,跨省已联通,422400602,定点医疗机构,大连市旅顺口区人民医院,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
大连市金州区三十里堡街道国泰路526号,,,,,,,,,跨省已联通,422431927,定点医疗机构,大连市金州区第三人民医院,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
金州区斯大林路683号,,,,,,,,,跨省已联通,422433316,定点医疗机构,大连市金州区第一人民医院,,,2017/9/14 17:23:34,鼠标悬停查看协议地区,
