address,level,memo,name,ssq,type
北京市西城区广外马连道中新佳园一区8号楼一层,未评级,02162063,北京市西城区广安门外街道马连道社区卫生服务站,西城区,社区卫生站
北京市西城区木樨地北里甲3号院3号,未评级,02162036,北京市西城区月坛街道木樨地社区卫生服务站,西城区,社区卫生站
北京市东城区东花市南里东区13号楼107－108,未评级,03162003,北京市东城区东花市街道东花市南里社区卫生服务站,东城区,社区卫生站
北京市西城区旧鼓楼大街大石桥胡同6号,未评级,02162011,北京市西城区什刹海街道鼓楼社区卫生服务站,西城区,社区卫生站
北京市西城区西什库大街甲37号、北京市西城区西黄城根北街10号,未评级,02155004,北京大学口腔医院门诊部,西城区,对外专科
北京市西城区前门西大街103号,三级,02155002,北京急救中心,西城区,对外专科
北京市西城区德胜门外安康胡同5号、东城区安定门内北锣鼓巷38号,三级,02153001,首都医科大学附属北京安定医院,西城区,对外专科
北京市西城区广安门内大街6号1-2,一级,02151060,北京鹤年堂中医医院,西城区,对外中医
北京市西城区新街口东光胡同5号,三级,02154001,北京市结核病防治所（北京结核病控制研究所）,西城区,对外专科
北京市西城区棉花胡同83号、北京市西城区太平仓胡同14号、北京市西城区航空胡同42号一层、2层、北京市西城区西安门大街169号,三级,02151001,北京中医药大学附属护国寺中医医院（北京市针灸医院）,西城区,对外中医
北京市东城区东直门大街184号,未评级,01162030,北京市东城区北新桥街道北新桥社区卫生服务站,东城区,社区卫生站
北京市东城区交道口南大街136号、北京市东城区法华南里25号楼东侧,二级,01152002,北京市东城区第一妇幼保健院（北京市东四妇产医院）,东城区,对外专科
北京市东城区交道口东大街4－28号、东四北大街490号、雍和宫大街53号,未评级,01155001,北京市东城区口腔医院,东城区,对外专科
北京市东城区安内中绦胡同甲2号,未评级,01155002,北京市东城区急救站,东城区,对外专科
北京市东城区东直门外察慈小区7号楼,二级,01153001,北京市东城区精神卫生保健院,东城区,对外专科
北京市朝阳区京顺东街8号，北京市顺义区南孙路李遂段799号。,三级,01154001,首都医科大学附属北京地坛医院,朝阳区,对外专科
北京市东城区东四北大街168号内一层2112号,未评级,01162029,北京市东城区北新桥街道十三条社区卫生服务站,东城区,社区卫生站
北京市东城区和平里北街18号西门,未评级,01162048,北京市东城区和平里街道和平里社区卫生服务站,东城区,社区卫生站
北京市安定门内大街永康胡同9号,未评级,01162019,北京市东城区安定门街道五道营社区卫生服务站,东城区,社区卫生站
北京市东城区海运仓小区南颂年3号楼,未评级,01162018,北京市东城区北新桥街道海运仓社区卫生服务站,东城区,社区卫生站
北京市东城区东外新中街12号,未评级,01162016,北京市东城区东直门街道王家园社区卫生服务站,东城区,社区卫生站
北京市东城区小牌坊胡同30号,未评级,01162014,北京市东城区朝阳门街道大方家社区卫生服务站,东城区,社区卫生站
北京市东城区崇文门内大街苏州胡同120号,未评级,01162013,北京市东城区建国门街道苏州社区卫生服务站,东城区,社区卫生站
北京市东城区前圆恩寺胡同28号,未评级,01162012,北京市东城区交道口街道圆恩寺社区卫生服务站,东城区,社区卫生站
北京市东城区东直门北大街乙4号楼,未评级,01162011,北京市东城区东直门街道清水苑社区卫生服务站,东城区,社区卫生站
北京市东城区青年湖东里9号楼北,未评级,01162009,北京市东城区和平里街道青年湖社区卫生服务站,东城区,社区卫生站
北京市东城区新中西里6号楼迤北平房院,未评级,01162007,北京市东城区东直门街道新中街社区卫生服务站,东城区,社区卫生站
北京市东城区安定门内花园东巷25号,未评级,01162004,北京市东城区安定门街道花园社区卫生服务站,东城区,社区卫生站
北京市东城区东直门北小街青龙胡同甲1号,未评级,01162001,北京市东城区北新桥街道青龙社区卫生服务站,东城区,社区卫生站
北京市东城区小黄庄前街2院3楼,未评级,01162002,北京市东城区和平里街道小黄庄社区卫生服务站,东城区,社区卫生站
北京市东城区朝内大街192－1号,未评级,01161001,北京市东城区社区卫生服务中心,东城区,对外综合
北京市东城区和平里滨河路1号,一级,01159057,北京金典糖尿病医院,东城区,对外专科
北京市东城区青年湖北里10号楼一层106-107号,未评级,01155003,北京地坛口腔门诊部,东城区,对外专科
北京市东城区交林夹道甲2号,未评级,01162047,北京市东城区和平里街道交通社区卫生服务站,东城区,社区卫生站
北京市东城区东直门外十字坡西里10号楼北,未评级,01162045,北京市东城区东直门街道十字坡社区卫生服务站,东城区,社区卫生站
北京市东城区南河沿大街磁器库南巷1号,未评级,01162043,北京市东城区东华门街道东华门社区卫生服务站,东城区,社区卫生站
北京市东城区朝阳门内北小街仓南胡同5号、罗家大院1号,未评级,01162046,北京市东城区东四街道南门仓社区卫生服务站,东城区,社区卫生站
北京市东城区东单北大街东堂子胡同24号,未评级,01162035,北京市东城区建国门街道外交部街社区卫生服务站,东城区,社区卫生站
北京市东城区台基厂大街台基厂二条3号,未评级,01162042,北京市东城区东华门街道台基厂社区卫生服务站,东城区,社区卫生站
北京市东城区东四北大街东四六条甲62号,未评级,01162034,北京市东城区东四街道东四社区卫生服务站,东城区,社区卫生站
北京市东城区东四南大街报房胡同45号,未评级,01162033,北京市东城区东华门街道多福巷社区卫生服务站,东城区,社区卫生站
北京市东城区东四南大街灯草胡同31号,未评级,01162032,北京市东城区朝阳门社区卫生服务中心,东城区,对外综合
北京市东城区水簸箕胡同甲5号—1,未评级,01162031,北京市东城区景山街道吉祥社区卫生服务站,东城区,社区卫生站
北京市东城区民安14号楼,未评级,01162028,北京市东城区北新桥街道民安社区卫生服务站,东城区,社区卫生站
北京市东城区东河沿甲7号,未评级,01162027,北京市东城区和平里街道东河沿社区卫生服务站,东城区,社区卫生站
北京市东城区美术馆后街12号,未评级,01162026,北京市东城区景山街道宽街社区卫生服务站,东城区,社区卫生站
北京市东城区内务部73号,未评级,01162025,北京市东城区朝阳门街道内务社区卫生服务站,东城区,社区卫生站
北京市东城区土儿胡同10号楼,未评级,01162023,北京市东城区交道口街道交东社区卫生服务站,东城区,社区卫生站
北京市东城区和平里六区六号一层,未评级,01162022,北京市东城区和平里街道和平里中街社区卫生服务站,东城区,社区卫生站
北京市东城区安外青年路南街11号,未评级,01162020,北京市东城区和平里街道安德路社区卫生服务站,东城区,社区卫生站
北京市西城区阜内大街306号、北京市西城区金融街通泰大厦地下一层、北京市西城区富凯大厦19号地下一层B1F,二级,02110013,北京市丰盛中医骨伤专科医院（北京市西城区丰盛医院）,西城区,对外中医
北京市西城区西直门外大街桃柳园西巷16号,二级,02110010,北京市西城区展览路医院,西城区,对外综合
北京市西城区新街口外大街16号,三级,02110009,中国人民解放军第二炮兵总医院,西城区,对外综合
北京市西城区复兴门外大街甲20号、北京市西城区月坛北街4号、北京市西城区广安门南街68号、北京市西城区西直门内大街玉桃园三区14号,三级,02110007,首都医科大学附属复兴医院,西城区,对外综合
北京市西城区宣武门内大街油坊胡同36号、北京市西城区宣武门内大街油坊胡同52号,二级,02110006,北京市第二医院(北京市西城区老年医院）,西城区,对外综合
北京市西城区下岗胡同1号、北京市西城区德外大街16号,三级,02110005,北京市肛肠医院（北京市西城区二龙路医院),西城区,对外中医
北京市西城区西什库大街8号、15号，北京市西城区西安门大街1号，北京市西城区地安门大街59号，北京市东城区安内大街车辇店胡同15号,三级,02110003,北京大学第一医院(北京大学北大医院）,西城区,对外综合
北京市西城区西直门南大街11号、北京市西城区阜内大街133号,三级,02110002,北京大学人民医院（北京大学第二临床医学院）,西城区,对外综合
北京市西城区新街口东街31号、北京市昌平区回龙观回南北路68号,三级,02110001,北京积水潭医院(北京大学第四临床医学院）,西城区,对外综合
北京市西城区宣武门西大街57号,未评级,02131005,新华通讯社机关事务管理局门诊部,西城区,对内
北京市西城区德外六铺炕一巷5号,未评级,02131004,中国石油天然气集团公司机关服务中心门诊部,西城区,对内
北京市西城区车公庄大街北里56号,未评级,02131001,北京市第三建筑工程有限公司医务室,西城区,对内
北京市西城区横二条二号华恒大厦一、二层,未评级,02130016,北京广安中医门诊部,西城区,对外中医
北京市西城区白云观街北里6号楼一层南测,未评级,02130001,北京市康健科技有限公司门诊部,西城区,对外综合
北京市西城区德外黄寺大街23-4号,一级,02111004,北京北广电子集团有限责任公司职工医院,西城区,对内
北京市西城区三里河南四巷,一级,02111003,北京核工业医院,西城区,对外综合
北京市西城区木樨地南里1号,未评级,02111001,中国人民公安大学医院,西城区,对内
北京市西城区善果胡同5号,未评级,02100070,北京金泰颐寿轩敬老院医务室,西城区,对内
北京市西城区车公庄大街6号,未评级,02100057,中国共产党北京市委员会党校医务室,西城区,对内
北京市西城区牛街东里2区4号楼,未评级,02100069,北京牛街民族敬老院医务室,西城区,对内
北京市西城区马连道北街3号,未评级,02100068,北京市西城区广外老年公寓医务室,西城区,对内
北京市西城区地安门西大街57号,未评级,02100056,北京市什刹海体育运动学校医务室,西城区,对内
北京市东城区永定门西滨河路8号院8-2底商,未评级,01162063,北京市东城区永定门外街道永建里社区卫生服务站,东城区,社区卫生站
北京市东城区东四北大街249号,未评级,01162058,北京市东城区景山街道魏家社区卫生服务站,东城区,社区卫生站
北京市东城区韶九胡同22号,未评级,01162053,北京市东城区东华门街道韶九社区卫生服务站,东城区,社区卫生站
北京市东城区朝内大街203号,未评级,01162052,北京市东城区朝阳门街道朝内头条社区卫生服务站,东城区,社区卫生站
北京市东城区安德里北街21号,未评级,01162051,北京市东城区和平里街道安德里社区卫生服务站,东城区,社区卫生站
北京市西城区培育胡同15号,未评级,02110072,北京市西城区牛街社区卫生服务中心,西城区,对外综合
北京市东城区西堂子胡同15号,未评级,01162049,北京市东城区东华门街道甘雨社区卫生服务站,东城区,社区卫生站
北京市西城区地安门外大街158号,一级,02110059,北京北海医院,西城区,对外综合
北京市西城区富国街2号及附楼 ,二级,02110058,北京家圆医院,西城区,对外综合
北京市西城区油坊胡同52号,未评级,02110051,北京市西城区西长安街社区卫生服务中心,西城区,对外综合
北京市西城区阜成门外北大街201号,未评级,02110050,北京市西城区展览路社区卫生服务中心,西城区,对外综合
北京市西城区正觉胡同甲13号,未评级,02110049,北京市西城区什刹海社区卫生服务中心,西城区,对外综合
北京市西城区阜成门内大街306号,未评级,02110047,北京市西城区金融街社区卫生服务中心,西城区,对外综合
北京市西城区后半壁街19号,未评级,02110048,北京市西城区新街口社区卫生服务中心,西城区,对外综合
北京市西城区复兴门外真武庙六里7号楼,未评级,02110046,北京市西城区首都医科大学附属复兴医院月坛社区卫生服务中心,西城区,对外综合
北京市西城区德外大街34号,一级,02110042,北京市西城区德胜社区卫生服务中心,西城区,对外综合
北京市西城区文津街甲13号,三级,02110016,中国人民解放军第三零五医院,西城区,对外综合
北京市西城区赵登禹路169号、北京市西城区赵登禹路175号、177号、北京市西城区大觉胡同24号、北京市西城区广安门外车站西街5号,二级,02110015,北京市西城区平安医院,西城区,对外综合
北京市西城区二七剧场路2号-1,未评级,02141012,北京市西城区月坛街道复兴门铁路社区卫生服务站,西城区,社区卫生站
北京市西城区德外六铺炕中街1号,未评级,02141013,国务院国有资产监督管理委员会石化离退休干部局卫生所,西城区,对内
北京市西城区车公庄大街19号,未评级,02141011,中国建筑设计研究院有限公司医务室,西城区,对内
北京市西城区复兴门内大街97号,未评级,02141006,北京电信建筑工程有限公司第六医务室,西城区,对内
北京市西城区百万庄大街24号,未评级,02141009,中国外文局服务中心医务室,西城区,对内
北京市西城区德胜门外大街200号，北京市西城区礼拜寺街25号,一级,02151002,北京德胜门中医院,西城区,对外中医
北京市西城区展览路24号,未评级,02141004,外交学院医务室,西城区,对内
北京市西城区宣武门内大街8号三层370-375房间     ,未评级,02141005,国家电网公司医务室,西城区,对内
北京市西城区闹市口危改区3-1#中央音乐学院东校区学生公寓101-107室,未评级,02141003,中央音乐学院医务室,西城区,对内
北京市西城区广外小马厂西里甲1号、北京市西城区陶然亭路2号9号楼307,一级,02141001,北京市西城区白云路医院,西城区,对外综合
北京市西城区宝产胡同7号、北京市西城区宝产胡同36号、北京市西城区宝产胡同18号,二级,02155003,北京按摩医院,西城区,对外中医
北京市西城区地外大街133号,未评级,02162009,北京市西城区什刹海街道白米社区卫生服务站,西城区,社区卫生站
北京市西城区鼓楼西大街220号,未评级,02162010,西城区什刹海街道德内社区卫生服务站,西城区,社区卫生站
北京市西城区三里河二区十二号楼,未评级,02131011,国务院国有资产监督管理委员会机械离退休干部局医务室,西城区,对内
北京市西城区三里河路52号,未评级,02131008,中国科学院机关门诊部,西城区,对内
北京市西城区北滨河路二号院2号楼,未评级,02131007,国家广播电影电视总局机关服务中心门诊部,西城区,对内
北京市西城区北礼士路167号、北京市西城区三里河北街甲1号、北京市西城区北礼士路135号16号楼,三级,02155001,中国医学科学院阜外医院,西城区,对外专科
北京市西城区月坛北街25号,未评级,02131006,国务院国有资产监督管理委员会物资机关服务中心门诊部,西城区,对内
北京市西城区大红罗厂街丙2号后院,未评级,02162008,北京市西城区什刹海街道爱民街社区卫生服务站,西城区,社区卫生站
北京市西城区三里河一区51栋,未评级,02162006,西城区月坛街道三里河一区社区卫生服务站,西城区,社区卫生站
北京市西城区三里河二区10号楼一层,未评级,02162005,北京市西城区月坛街道三里河二区社区卫生服务站,西城区,社区卫生站
北京市西城区白云路西里28号楼旁,未评级,02162004,北京市西城区月坛街道汽南社区卫生服务站,西城区,社区卫生站
北京市西城区三里河小区南沙沟物业服务楼首层,未评级,02162003,北京市西城区月坛街道南沙沟社区卫生服务站,西城区,社区卫生站
北京市西城区太仆寺街21号,未评级,02162001,北京市西城区西长安街街道灵境社区卫生服务站,西城区,社区卫生站
北京市西城区地安门西大街丙28号,一级,02159061,北京前海股骨头医院,西城区,对外专科
北京市西城区复外大街24号楼老干部活动室,未评级,02162002,西城区月坛街道复外24号楼社区卫生服务站,西城区,社区卫生站
北京市西城区南礼士路56号,三级,02159043,首都医科大学附属北京儿童医院(北京市儿科研究所),西城区,对外专科
北京市西城区前细瓦厂31号,未评级,02162032,北京市西城区西长安街街道翠花社区卫生服务站,西城区,社区卫生站
北京市西城区西单北大街6号,未评级,02162031,北京市西城区西长安街街道互助社区卫生服务站,西城区,社区卫生站
北京市西城区新明胡同2号楼一层,未评级,02162030,北京市西城区德胜街道德新社区卫生服务站,西城区,社区卫生站
北京市西城区中京畿道8号,未评级,02162029,北京市西城区金融街街道教育社区卫生服务站,西城区,社区卫生站
北京市西城区展览路甲18号,未评级,02162028,西城区展览路街道三塔社区卫生服务站,西城区,社区卫生站
北京市西城区三里河路甲22号-6楼旁东平房,未评级,02162027,北京市西城区展览路街道朝阳庵社区卫生服务站,西城区,社区卫生站
北京市西城区三里河东路A7号楼一层,未评级,02162026,北京市西城区展览路街道洪茂沟社区卫生服务站,西城区,社区卫生站
北京市海淀区阜石路甲19号,二级,02155008,北京德尔康尼骨科医院,海淀区,对外专科
北京市北京经济技术开发区荣华中路19号院1号楼A座102、203室,一级,02155007,北京复兴博爱眼科中心,经济技术开发区,对外专科
北京市西城区阜成门外大街甲41号楼-2,一级,02155006,北京金华骨专科医院,西城区,对外专科
北京市西城区阜外大街甲26号、甲28号（西楼）甲28号西楼2层02房间，北京市西城区月坛南街65号二楼,未评级,02155005,北京口腔工作者协会西城门诊部,西城区,对外专科
北京市西城区百万庄中里45号,未评级,02162025,西城区展览路街道百万庄社区卫生服务站,西城区,社区卫生站
北京市西城区西四北大街135号,未评级,02162024,北京市西城区新街口街道西四北六条社区卫生服务站,西城区,社区卫生站
北京市西城区安平巷77号,未评级,02162023,北京市西城区新街口街道西三条社区卫生服务站,西城区,社区卫生站
北京市西城区赵登禹路54号,未评级,02162022,北京市西城区新街口街道赵登禹路社区卫生服务站,西城区,社区卫生站
北京市西城区月坛南街19号院4号楼,未评级,02162021,西城区月坛街道社会路社区卫生服务站,西城区,社区卫生站
北京市西城区砖塔胡同丙56号,未评级,02162020,北京市西城区金融街街道砖塔社区卫生服务站,西城区,社区卫生站
北京市西城区宏汇园小区8号楼4门102室、5门101室,未评级,02162019,北京市西城区金融街街道宏汇园社区卫生服务站,西城区,社区卫生站
北京市西城区抄手胡同12号,未评级,02162018,北京市西城区金融街街道文化社区卫生服务站,西城区,社区卫生站
北京市西城区铜光胡同1、2号,未评级,02162017,北京市西城区金融街街道民康社区卫生服务站,西城区,社区卫生站
北京市西城区裕民中路甲4号,未评级,02162015,北京市西城区德胜街道裕中东里社区卫生服务站,西城区,社区卫生站
北京市西城区六铺炕二区39号楼,未评级,02162014,北京市西城区德胜街道大街南社区卫生服务站,西城区,社区卫生站
北京市西城区玉桃园三区7号楼1单元101号,未评级,02162013,北京市西城区新街口街道玉桃园社区卫生服务站,西城区,社区卫生站
北京市西城区西安门大街84号,未评级,02162012,西城区什刹海街道西四北社区卫生服务站,西城区,社区卫生站
北京市东城区天坛西里6号、丰台区南四环西路119号,三级,03110001,首都医科大学附属北京天坛医院,丰台区,对外综合
北京市西城区太平街6号3层D-310,未评级,02162073,北京市西城区陶然亭新兴里社区卫生服务站,西城区,社区卫生站
北京市西城区莲花河胡同2号院1号楼西南角一层101号底商 ,未评级,02162067,北京市西城区广安门外街道莲花河社区卫生服务站,西城区,社区卫生站
北京市西城区广外车站西街17号院1号楼北侧4段、5段,未评级,02162066,北京市西城区广安门外街道车站西街社区卫生服务站,西城区,社区卫生站
北京市西城区广外小马厂1号院6号楼底商,未评级,02162064,北京市西城区广安门外街道小马厂社区卫生服务站,西城区,社区卫生站
北京市西城区复兴门南大街丁2号配楼,未评级,02162062,北京市西城区金融街街道金融社区卫生服务站,西城区,社区卫生站
北京市西城区裕中西里28号楼一层,未评级,02162052,北京市西城区德胜街道裕中西里社区卫生服务站,西城区,社区卫生站
北京市西城区德外教场口街9号院7号楼一层,未评级,02162055,北京市西城区德胜街道大街西社区卫生服务站,西城区,社区卫生站
北京市西城区车公庄大街北里5栋大楼北侧,未评级,02162054,西城区展览路街道新华里社区卫生服务站,西城区,社区卫生站
北京市西城区德内大街刘海胡同11号,未评级,02162044,北京市西城区什刹海街道柳荫街社区卫生服务站,西城区,社区卫生站
北京市西城区西里三区甲2号楼2门,未评级,02162041,新街口街道西里社区卫生服务站,西城区,社区卫生站
北京市西城区莲花池东路甲5号院6号楼101、107室,未评级,02162040,北京市西城区月坛街道京安社区卫生服务站,西城区,社区卫生站
北京市西城区黄寺大街24号院3号楼西侧平房、北京市西城区黄寺大街24号院19号楼一层107房间,未评级,02162038,北京市西城区德胜街道黄寺大街社区卫生服务站,西城区,社区卫生站
北京市西城区育强胡同甲20号,未评级,02162035,北京市西城区新街口街道官园社区卫生服务站,西城区,社区卫生站
北京市西城区北露园2号楼平房,未评级,02162034,北京市西城区展览路街道百南社区卫生服务站,西城区,社区卫生站
北京市西城区德外马甸南村甲9号,未评级,02162039,北京市西城区德胜街道双秀社区卫生服务站,西城区,社区卫生站
北京市西城区万明园小区5号楼,未评级,02162033,西城区展览路街道南礼士路社区卫生服务站,西城区,社区卫生站
北京市东城区东花市大街33号,未评级,03162002,北京市东城区东花市街道铁辘轳把社区卫生服务站,东城区,社区卫生站
北京市东城区左安蒲园1号楼旁平房,未评级,03162001,北京市东城区龙潭街道左安门社区卫生服务站,东城区,社区卫生站
北京市东城区广渠家园13号楼,一级,03161002,北京市东城区东花市社区卫生服务中心,东城区,对外综合
北京市东城区天坛西里4号、北京市东城区锡拉胡同11号,三级,03155001,首都医科大学附属北京口腔医院,东城区,对外专科
北京市东城区光明中街25号,一级,03161001,北京市东城区龙潭社区卫生服务中心,东城区,对外综合
北京市东城区东花市北里西区24号楼,一级,03155002,北京市崇文口腔医院,东城区,对外专科
北京市东城区法华南里25号楼西侧,一级,03153001,北京市东城区体育馆路社区卫生服务中心,东城区,对外综合
北京市崇文区西打磨厂46号,二级,03151022,北京同仁堂中医医院,东城区,对外中医
北京市东城区定安里27号,一级,03151021,北京崇文中方中医医院,东城区,对外中医
北京市东城区安化北里丙1号,一级,03151019,北京华都中医医院,东城区,对外中医
北京市东城区金鱼池东区10号楼首层和半地下,未评级,03151002,北京国医药研究院天易中医门诊部,东城区,对外中医
北京市东城区珠市口东大街346号,未评级,03130001,北京华光民天工贸服务有限公司华光门诊部,东城区,对外综合
北京市东城区体育馆路4号西门,一级,03111001,国家体育总局运动医学研究所体育医院,东城区,对外专科
北京市东城区体育馆西路6号,一级,03110023,北京东城东华医院,东城区,对外综合
北京市丰台区蒲黄榆二里2号院,一级,03110018,北京市东城区永定门外社区卫生服务中心,东城区,对外综合
北京市东城区珠市口东大街155号,一级,03110007,北京国龙中医医院,东城区,对外中医
北京市东城区粉厂胡同57号,一级,03110005,北京市东城区天坛社区卫生服务中心,东城区,对外综合
北京市东城区崇文门外大街100号，北京市东城区白桥大街8号楼101,二级,03110002,北京市普仁医院（北京市第四医院）,东城区,对外综合
北京市西城区平原里小区19号楼,二级,04152001,北京市西城区妇幼保健院,西城区,对外专科
北京市西城区万明路13号,三级,04151002,北京市宣武中医医院,西城区,对外中医
北京市西城区宣武门西大街26号,未评级,04141006,国务院国有资产监督管理委员会机关服务局医务室,西城区,对内
北京市西城区白广路4-6号,未评级,04140001,北京金诺威物业管理有限公司医务室,西城区,对外综合
北京市西城区天宁寺西里10号楼,未评级,04131004,华电（北京）热电有限公司卫生所,西城区,对内
北京市西城区广安门南街甲12号中国北方工业公司院内东北角一层,未评级,04131002,北方物业开发有限公司医务室,西城区,对内
北京市西城区右安门内大街75号,未评级,04131001,北京市第一建筑工程有限公司综合门诊部,西城区,对内
北京市西城区白广路26号,未评级,04111001,北京印钞有限公司卫生所,西城区,对内
北京市西城区南华里2号楼西门,未评级,04110030,北京市西城区陶然亭街道畅柳园社区卫生服务站,西城区,社区卫生站
北京市西城区儒福里6号,二级,04110013,北京市健宫医院,西城区,对外综合
天津市汉沽区京山线茶淀站清河农场五科西街,二级,04110012,北京市监狱管理局清河分局医院,西城区,对外综合
北京市西城区煤市街152号,一级,04110011,北京市西城区大栅栏社区卫生服务中心,西城区,对外综合
北京市西城区陶然亭路12号,一级,04110010,北京市西城区陶然亭社区卫生服务中心,西城区,对外综合
北京市西城区新安中里4号、北京市西城区枣林前街70号中环办公楼3楼333、334室,一级,04110008,北京市西城区白纸坊社区卫生服务中心,西城区,对外综合
北京市西城区西琉璃厂63号、64号,一级,04110007,北京市西城区椿树社区卫生服务中心,西城区,对外综合
北京市西城区校场五条49号,一级,04110006,北京市西城区广内社区卫生服务中心,西城区,对外综合
北京市西城区和平门4号楼2门110号,未评级,04162008,北京市西城区椿树街道和平门社区卫生服务站,西城区,社区卫生站
北京市西城区半步桥街60号院1号楼1层60-1、60-2,未评级,04162006,北京市西城区白纸坊街道右安门社区卫生服务站,西城区,社区卫生站
北京市西城区白纸坊建功北里4区2号楼旁,未评级,04162007,北京市西城区白纸坊街道南菜园社区卫生服务站,西城区,社区卫生站
北京市西城区白纸坊西街17号院7号楼102号,未评级,04162004,北京市西城区白纸坊街道白纸坊胡同社区卫生服务站,西城区,社区卫生站
北京市西城区南横西街27号后院平房,未评级,04162003,北京市西城区牛街街道东里一区社区卫生服务站,西城区,社区卫生站
北京市西城区小寺街8号,未评级,04162002,北京市西城区牛街街道春风小区社区卫生服务站,西城区,社区卫生站
北京市西城区南线阁5号院内,未评级,04162001,北京市西城区牛街街道南线阁社区卫生服务站,西城区,社区卫生站
北京市东城区永外大街130号,二级,03110003,北京市东城区第一人民医院,东城区,对外中医
北京市西城区右内西街2号,未评级,04141002,北京电力工程公司卫生所,西城区,对内
北京市西城区长椿街12号,一级,04155005,北京市西城区康迈骨伤医院,西城区,对外中医
北京市西城区白纸坊西街18-6,未评级,04155006,北京市西城区右安口腔门诊部,西城区,对外专科
北京市西城区右安门西街临4号,一级,04110016,北京市西城区证仁医院,西城区,对外综合
北京市西城区前门西大街41号,未评级,04141004,国网北京市电力公司医务室,西城区,对内
北京市西城区北线阁5号、北京市大兴区黄村兴丰大街二段138号（南区）、北京市西城区永定门西街5号、北京市丰台区西三环南路1号,三级,04151001,中国中医科学院广安门医院（中国中医科学院第二临床医药研究所）,西城区,对外中医
北京市西城区枣林前街119号楼1层1-2号,未评级,04155004,北京市西城区中环广安门口腔门诊部,西城区,对外专科
北京市西城区广安门外大街甲2号,未评级,04155002,北京宣武流动医院,西城区,对外专科
北京市西城区广外三义里甲2号、北京市西城区上斜街61号,三级,04110005,北京市西城区广外医院（北京市西城区宣武老年病医院）,西城区,对外中医
北京市西城区右安门内大街11号,三级,04110004,北京市回民医院,西城区,对外中医
北京市西城区永安路95号、北京市通州区潞苑东路101号院、北京市通州区运河东大街57号院3号楼,三级,04110002,首都医科大学附属北京友谊医院,西城区,对外综合
北京市西城区长椿街45号，北京市西城区鸭子桥路47号,三级,04110001,首都医科大学宣武医院,西城区,对外综合
北京市西城区右安门东街9号、北京市大兴区新居里甲1号,二级,04110003,北京市监狱管理局中心医院,西城区,对外综合
北京市西城区先农坛体育场内,未评级,04100033,北京市先农坛体育场门诊部,西城区,对内
北京市东城区草厂六条4号,未评级,03162026,北京市东城区前门街道前门社区卫生服务站,东城区,社区卫生站
北京市东城区夕照寺街35、37号,未评级,03162025,北京市东城区龙潭街道龙潭北里社区卫生服务站,东城区,社区卫生站
